"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"07-Feb-2025","EQ","1,904.20","1,912.25","1,852.00","1,894.20","1,885.00","1,866.10","1,882.87","2,399.80","1,278.80","10,999","2,07,09,723.65","1,878"
"06-Feb-2025","EQ","1,920.00","1,938.65","1,887.95","1,917.80","1,911.00","1,894.20","1,906.37","2,399.80","1,278.80","5,787","1,10,32,154.10","825"
"05-Feb-2025","EQ","1,900.00","1,966.05","1,900.00","1,897.85","1,929.95","1,917.80","1,933.58","2,399.80","1,278.80","3,180","61,48,785.25","844"
"04-Feb-2025","EQ","1,941.20","1,941.20","1,872.00","1,916.25","1,905.00","1,897.85","1,901.44","2,399.80","1,278.80","3,619","68,81,303.50","752"
"03-Feb-2025","EQ","1,979.80","1,979.80","1,898.45","1,987.25","1,912.00","1,916.25","1,920.96","2,399.80","1,278.80","8,650","1,66,16,321.80","1,855"
"01-Feb-2025","EQ","1,970.15","1,999.95","1,922.20","2,000.15","1,997.10","1,987.25","1,961.38","2,399.80","1,278.80","13,032","2,55,60,695.40","2,745"
"31-Jan-2025","EQ","1,742.95","2,042.00","1,742.95","1,738.20","1,985.10","2,000.15","1,971.58","2,399.80","1,278.80","98,149","19,35,08,549.95","13,944"
"30-Jan-2025","EQ","1,795.10","1,820.60","1,725.20","1,785.75","1,749.90","1,738.20","1,757.96","2,399.80","1,278.80","8,559","1,50,46,391.05","1,799"
"29-Jan-2025","EQ","1,721.00","1,843.40","1,721.00","1,750.40","1,770.50","1,785.75","1,798.73","2,399.80","1,278.80","12,009","2,16,00,893.00","3,736"
"28-Jan-2025","EQ","1,821.05","1,846.30","1,674.80","1,845.70","1,752.90","1,750.40","1,738.49","2,399.80","1,278.80","17,798","3,09,41,625.35","2,837"
"27-Jan-2025","EQ","1,960.00","1,960.15","1,829.40","1,995.15","1,831.10","1,845.70","1,886.74","2,399.80","1,278.80","19,570","3,69,23,548.40","2,782"
"24-Jan-2025","EQ","2,025.05","2,062.40","1,990.00","2,062.95","1,993.00","1,995.15","2,023.50","2,399.80","1,278.80","4,072","82,39,699.85","839"
"23-Jan-2025","EQ","2,000.05","2,080.00","2,000.00","2,062.05","2,062.00","2,062.95","2,053.33","2,399.80","1,278.80","3,054","62,70,855.60","1,118"
"22-Jan-2025","EQ","1,970.00","2,078.80","1,958.70","1,976.70","2,056.00","2,062.05","2,011.58","2,399.80","1,278.80","15,697","3,15,75,734.45","3,278"
"21-Jan-2025","EQ","2,098.95","2,098.95","1,963.60","2,048.25","1,991.00","1,976.70","2,002.08","2,399.80","1,278.80","11,391","2,28,05,698.05","1,828"
"20-Jan-2025","EQ","2,038.20","2,060.00","1,995.20","2,038.20","2,050.10","2,048.25","2,017.16","2,399.80","1,278.80","8,238","1,66,17,328.55","1,416"
"17-Jan-2025","EQ","2,107.45","2,107.60","2,020.00","2,080.40","2,046.00","2,038.20","2,043.44","2,399.80","1,278.80","7,083","1,44,73,653.45","1,200"
"16-Jan-2025","EQ","2,106.55","2,121.00","2,070.00","2,118.30","2,099.00","2,080.40","2,089.84","2,399.80","1,278.80","4,071","85,07,753.75","916"
"15-Jan-2025","EQ","2,062.00","2,148.80","2,062.00","2,080.60","2,126.90","2,118.30","2,119.47","2,399.80","1,278.80","5,658","1,19,91,979.40","1,273"
"14-Jan-2025","EQ","2,026.65","2,100.00","2,026.65","2,031.55","2,075.00","2,080.60","2,067.49","2,399.80","1,278.80","3,368","69,63,314.25","916"
"13-Jan-2025","EQ","2,126.00","2,135.90","2,020.10","2,145.50","2,038.20","2,031.55","2,080.73","2,399.80","1,278.80","9,488","1,97,41,987.65","1,916"
"10-Jan-2025","EQ","2,162.70","2,179.75","2,120.00","2,151.35","2,153.00","2,145.50","2,150.95","2,399.80","1,278.80","12,875","2,76,93,499.60","2,063"
"09-Jan-2025","EQ","2,193.25","2,193.25","2,146.50","2,165.10","2,164.45","2,151.35","2,154.08","2,399.80","1,278.80","3,517","75,75,909.60","826"
"08-Jan-2025","EQ","2,173.00","2,217.95","2,136.15","2,161.80","2,185.00","2,165.10","2,169.69","2,399.80","1,278.80","10,154","2,20,31,076.35","2,839"
"07-Jan-2025","EQ","2,130.00","2,202.05","2,120.25","2,120.60","2,172.95","2,161.80","2,158.20","2,399.80","1,278.80","12,559","2,71,04,772.80","2,434"
"06-Jan-2025","EQ","2,136.00","2,147.15","2,010.10","2,141.55","2,120.00","2,120.60","2,077.61","2,399.80","1,278.80","27,189","5,64,88,018.00","4,910"
"03-Jan-2025","EQ","2,196.75","2,200.90","2,132.85","2,188.00","2,154.85","2,141.55","2,170.65","2,399.80","1,278.80","4,758","1,03,27,932.60","1,428"
"02-Jan-2025","EQ","2,096.50","2,215.00","2,084.55","2,101.60","2,196.00","2,188.00","2,180.65","2,399.80","1,278.80","26,258","5,72,59,593.55","4,216"
"01-Jan-2025","EQ","2,125.20","2,137.30","2,082.95","2,121.00","2,085.00","2,101.60","2,111.06","2,399.80","1,278.80","4,048","85,45,557.00","708"
"31-Dec-2024","EQ","2,134.95","2,151.65","2,105.10","2,123.85","2,125.00","2,121.00","2,116.70","2,399.80","1,278.80","2,981","63,09,893.90","803"
"30-Dec-2024","EQ","2,155.30","2,155.30","2,086.55","2,144.05","2,110.00","2,123.85","2,125.35","2,399.80","1,278.80","8,811","1,87,26,440.40","1,684"
"27-Dec-2024","EQ","2,111.20","2,173.15","2,083.20","2,100.10","2,138.00","2,144.05","2,128.96","2,399.80","1,278.80","10,139","2,15,85,498.60","1,927"
"26-Dec-2024","EQ","2,107.50","2,125.00","2,068.05","2,126.85","2,100.00","2,100.10","2,089.90","2,399.80","1,278.80","8,186","1,71,07,901.85","1,335"
"24-Dec-2024","EQ","2,082.65","2,152.00","2,080.10","2,080.65","2,103.00","2,126.85","2,123.94","2,399.80","1,278.80","11,929","2,53,36,472.15","2,475"
"23-Dec-2024","EQ","2,080.60","2,099.90","2,074.05","2,080.60","2,086.00","2,080.65","2,084.03","2,399.80","1,278.80","8,291","1,72,78,668.40","1,593"
